DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
184.522177009,398,1298,0,42.3088863889,-83.7814908333,56.0,0.170000001788,0.0,,12.0,,,0.0,,-55.2300109863,28.0,195.5,,,,
184.522177009,398,1298,900,42.3088863889,-83.7814908333,56.0,0.170000001788,0.0,,12.0,,,0.0,,-81.1300048828,28.0,195.5,,,,
184.522177009,398,1298,1200,42.3088863889,-83.7814908333,54.0,0.170000001788,0.0,,12.0,,,0.0,,-81.1300048828,28.0,195.5,,,,
184.522177009,398,1298,1900,42.3088863889,-83.7814908333,54.0,0.170000001788,0.0,,12.0,,,0.0,,-71.3599853516,28.0,195.5,,,,
184.522177009,398,1298,2300,42.3088863889,-83.7814908333,53.0,0.170000001788,0.0,,12.0,,,0.0,,-71.3599853516,28.0,195.5,,,,
184.522177009,398,1298,3000,42.3084719444,-83.7814686111,53.0,0.170000001788,0.0,,12.0,,,0.0,,-78.6900024414,28.0,195.5,,,,
184.522177009,398,1298,3300,42.3084719444,-83.7814686111,52.0,0.170000001788,0.0,,12.0,,,0.0,,-78.6900024414,28.0,195.5,,,,
184.522177009,398,1298,4000,42.3084719444,-83.7814686111,52.0,0.170000001788,0.0,,12.0,,,0.0,,-80.1499938965,28.0,195.5,,,,
184.522177009,398,1298,4300,42.3084719444,-83.7814686111,51.0,0.170000001788,0.0,,12.0,,,0.0,,-80.1499938965,28.0,195.5,,,,
184.522177009,398,1298,5100,42.3084719444,-83.7814686111,51.0,0.170000001788,0.0,,12.0,,,0.0,,-59.6199951172,28.0,195.5,,,,
184.522177009,398,1298,5400,42.3084719444,-83.7814686111,50.0,0.170000001788,0.0,,12.0,,,0.0,,-59.6199951172,28.0,195.5,,,,
184.522177009,398,1298,6100,42.3080836111,-83.7814241667,50.0,0.170000001788,0.0,,12.0,,,0.0,,-81.6199951172,28.0,195.5,,,,
184.522177009,398,1298,6400,42.3080836111,-83.7814241667,48.0,0.170000001788,0.0,,12.0,,,0.0,,-81.6199951172,28.0,195.5,,,,
184.522177009,398,1298,6500,42.3080836111,-83.7814241667,48.0,0.170000001788,0.0,,12.0,,,0.0,,-81.6199951172,28.0,194.5,,,,
184.522177009,398,1298,7100,42.3080836111,-83.7814241667,48.0,0.170000001788,0.0,,12.0,,,0.0,,-77.7099914551,28.0,194.5,,,,
184.522177009,398,1298,8200,42.3080836111,-83.7814241667,48.0,0.170000001788,0.0,,12.0,,,0.0,,-58.6499938965,28.0,194.5,,,,
184.522177009,398,1298,8500,42.3080836111,-83.7814241667,47.0,0.170000001788,0.0,,12.0,,,0.0,,-58.6499938965,28.0,194.5,,,,
184.522177009,398,1298,9100,42.3077166667,-83.7813930556,47.0,0.170000001788,0.0,,12.0,,,0.0,,-58.6499938965,28.0,194.5,,,,
184.522177009,398,1298,9300,42.3077166667,-83.7813930556,47.0,0.170000001788,0.0,,12.0,,,0.0,,-66.4700012207,28.0,194.5,,,,
184.522177009,398,1298,10300,42.3077166667,-83.7813930556,47.0,0.170000001788,0.0,,12.0,,,0.0,,-72.8200073242,28.0,194.5,,,,
184.522177009,398,1298,11400,42.3077166667,-83.7813930556,47.0,0.170000001788,0.0,,12.0,,,0.0,,-87.4800109863,28.0,194.5,,,,
184.522177009,398,1298,11800,42.3077166667,-83.7813930556,48.0,0.170000001788,0.0,,12.0,,,0.0,,-87.4800109863,28.0,194.5,,,,
184.522177009,398,1298,12000,42.3073261111,-83.7813777778,48.0,0.170000001788,0.0,,12.0,,,0.0,,-87.4800109863,28.0,194.5,,,,
184.522177009,398,1298,12500,42.3073261111,-83.7813777778,48.0,0.170000001788,0.0,,12.0,,,0.0,,-100.679992676,28.0,194.5,,,,
184.522177009,398,1298,12800,42.3073261111,-83.7813777778,49.0,0.170000001788,0.0,,12.0,,,0.0,,-100.679992676,28.0,194.5,,,,
184.522177009,398,1298,13500,42.3073261111,-83.7813777778,49.0,0.170000001788,0.0,,12.0,,,0.0,,-66.9599914551,28.0,194.5,,,,
184.522177009,398,1298,13800,42.3073261111,-83.7813777778,50.0,0.170000001788,0.0,,12.0,,,0.0,,-66.9599914551,28.0,194.5,,,,
184.522177009,398,1298,14500,42.3073261111,-83.7813777778,50.0,0.170000001788,0.0,,12.0,,,0.0,,-82.6000061035,28.0,194.5,,,,
184.522177009,398,1298,14900,42.3073261111,-83.7813777778,51.0,0.170000001788,0.0,,12.0,,,0.0,,-82.6000061035,28.0,194.5,,,,
184.522177009,398,1298,15600,42.3073261111,-83.7813777778,51.0,0.170000001788,0.0,,12.0,,,0.0,,21.5100097656,28.0,194.5,,,,
184.522177009,398,1298,15900,42.306815,-83.7813530556,51.0,0.170000001788,0.0,,12.0,,,0.0,,21.5100097656,28.0,194.5,,,,
184.522177009,398,1298,16500,42.306815,-83.7813530556,51.0,0.170000001788,0.0,,12.0,,,0.0,,21.5100097656,28.0,203.5,,,,
184.522177009,398,1298,16600,42.306815,-83.7813530556,51.0,0.170000001788,0.0,,12.0,,,0.0,,23.950012207,28.0,203.5,,,,
184.522177009,398,1298,16900,42.306815,-83.7813530556,50.0,0.170000001788,0.0,,12.0,,,0.0,,23.950012207,28.0,203.5,,,,
184.522177009,398,1298,17700,42.306815,-83.7813530556,50.0,0.170000001788,0.0,,12.0,,,0.0,,22.4899902344,28.0,203.5,,,,
184.522177009,398,1298,18000,42.306815,-83.7813530556,48.0,0.170000001788,0.0,,12.0,,,0.0,,22.4899902344,28.0,203.5,,,,
184.522177009,398,1298,18700,42.306815,-83.7813530556,48.0,0.170000001788,0.0,,12.0,,,0.0,,22.0,28.0,203.5,,,,
184.522177009,398,1298,19000,42.3064208333,-83.7813075,46.0,0.170000001788,0.0,,12.0,,,0.0,,22.0,28.0,203.5,,,,
184.522177009,398,1298,19700,42.3064208333,-83.7813075,46.0,0.170000001788,0.0,,12.0,,,0.0,,22.4899902344,28.0,203.5,,,,
184.522177009,398,1298,20100,42.3064208333,-83.7813075,44.0,0.170000001788,0.0,,12.0,,,0.0,,22.4899902344,28.0,203.5,,,,
184.522177009,398,1298,20400,42.3064208333,-83.7813075,44.0,0.170000001788,0.0,,12.0,,,0.0,,22.4899902344,20.0,203.5,,,,
184.522177009,398,1298,20800,42.3064208333,-83.7813075,44.0,0.170000001788,0.0,,12.0,,,0.0,,34.2200012207,20.0,203.5,,,,
184.522177009,398,1298,21100,42.3064208333,-83.7813075,42.0,0.170000001788,0.0,,12.0,,,0.0,,34.2200012207,20.0,203.5,,,,
184.522177009,398,1298,21600,42.3064208333,-83.7813075,42.0,0.170000001788,0.0,,12.0,,,0.0,,34.2200012207,20.0,211.5,,,,
184.522177009,398,1298,21800,42.3064208333,-83.7813075,42.0,0.170000001788,0.0,,12.0,,,0.0,,83.5800018311,20.0,211.5,,,,
184.522177009,398,1298,22000,42.3060911111,-83.78126,42.0,0.170000001788,0.0,,12.0,,,0.0,,83.5800018311,20.0,211.5,,,,
184.522177009,398,1298,22100,42.3060911111,-83.78126,38.0,0.170000001788,0.0,,12.0,,,0.0,,83.5800018311,20.0,211.5,,,,
184.522177009,398,1298,22900,42.3060911111,-83.78126,38.0,0.170000001788,0.0,,12.0,,,0.0,,19.0700073242,20.0,211.5,,,,
184.522177009,398,1298,23200,42.3060911111,-83.78126,35.0,0.170000001788,0.0,,12.0,,,0.0,,19.0700073242,20.0,211.5,,,,
184.522177009,398,1298,23900,42.3060911111,-83.78126,35.0,0.170000001788,0.0,,12.0,,,0.0,,12.2200012207,20.0,211.5,,,,
184.522177009,398,1298,24200,42.3060911111,-83.78126,33.0,0.170000001788,0.0,,12.0,,,0.0,,12.2200012207,20.0,211.5,,,,
184.522177009,398,1298,24600,42.3060911111,-83.78126,33.0,0.179999992251,0.0,,12.0,,,0.0,,12.2200012207,20.0,211.5,,,,
184.522177009,398,1298,24900,42.3060911111,-83.78126,33.0,0.179999992251,0.0,,12.0,,,0.0,,-65.0,20.0,211.5,,,,
184.522177009,398,1298,25100,42.3058211111,-83.78137,33.0,0.179999992251,0.0,,12.0,,,0.0,,-65.0,20.0,211.5,,,,
184.522177009,398,1298,25300,42.3058211111,-83.78137,34.0,0.179999992251,0.0,,12.0,,,0.0,,-65.0,20.0,211.5,,,,
184.522177009,398,1298,26000,42.3058211111,-83.78137,34.0,0.179999992251,0.0,,12.0,,,0.0,,-49.8500061035,20.0,211.5,,,,
184.522177009,398,1298,26300,42.3058211111,-83.78137,35.0,0.179999992251,0.0,,12.0,,,0.0,,-49.8500061035,20.0,211.5,,,,
184.522177009,398,1298,26600,42.3058211111,-83.78137,35.0,0.170000001788,0.0,,12.0,,,0.0,,-49.8500061035,20.0,197.5,,,,
184.522177009,398,1298,27000,42.3058211111,-83.78137,35.0,0.170000001788,0.0,,12.0,,,0.0,,-43.5,20.0,197.5,,,,
184.522177009,398,1298,27300,42.3058211111,-83.78137,37.0,0.170000001788,0.0,,12.0,,,0.0,,-43.5,20.0,197.5,,,,
184.522177009,398,1298,28100,42.30553,-83.7813925,37.0,0.170000001788,0.0,,12.0,,,0.0,,-88.4599914551,20.0,197.5,,,,
184.522177009,398,1298,28400,42.30553,-83.7813925,39.0,0.170000001788,0.0,,12.0,,,0.0,,-88.4599914551,20.0,197.5,,,,
184.522177009,398,1298,29100,42.30553,-83.7813925,39.0,0.170000001788,0.0,,12.0,,,0.0,,-60.6000061035,20.0,197.5,,,,
184.522177009,398,1298,29400,42.30553,-83.7813925,42.0,0.170000001788,0.0,,12.0,,,0.0,,-60.6000061035,20.0,197.5,,,,
184.522177009,398,1298,30100,42.30553,-83.7813925,42.0,0.170000001788,0.0,,12.0,,,0.0,,-69.8899841309,20.0,197.5,,,,
184.522177009,398,1298,30500,42.30553,-83.7813925,44.0,0.170000001788,0.0,,12.0,,,0.0,,-69.8899841309,20.0,197.5,,,,
184.522177009,398,1298,31000,42.3052127778,-83.78135,44.0,0.170000001788,0.0,,12.0,,,0.0,,-69.8899841309,20.0,197.5,,,,
184.522177009,398,1298,31200,42.3052127778,-83.78135,44.0,0.170000001788,0.0,,12.0,,,0.0,,-55.7099914551,20.0,197.5,,,,
184.522177009,398,1298,31500,42.3052127778,-83.78135,46.0,0.170000001788,0.0,,12.0,,,0.0,,-55.7099914551,20.0,197.5,,,,
184.522177009,398,1298,32200,42.3052127778,-83.78135,46.0,0.170000001788,0.0,,12.0,,,0.0,,-48.3800048828,20.0,197.5,,,,
184.522177009,398,1298,32500,42.3052127778,-83.78135,48.0,0.170000001788,0.0,,12.0,,,0.0,,-48.3800048828,20.0,197.5,,,,
184.522177009,398,1298,33300,42.3052127778,-83.78135,48.0,0.170000001788,0.0,,12.0,,,0.0,,-30.299987793,20.0,197.5,,,,
184.522177009,398,1298,33600,42.3052127778,-83.78135,49.0,0.170000001788,0.0,,12.0,,,0.0,,-30.299987793,20.0,197.5,,,,
184.522177009,398,1298,34000,42.3048375,-83.7813305556,49.0,0.170000001788,0.0,,12.0,,,0.0,,-30.299987793,20.0,197.5,,,,
184.522177009,398,1298,34300,42.3048375,-83.7813305556,49.0,0.170000001788,0.0,,12.0,,,0.0,,-51.799987793,20.0,197.5,,,,
184.522177009,398,1298,34600,42.3048375,-83.7813305556,51.0,0.170000001788,0.0,,12.0,,,0.0,,-51.799987793,20.0,197.5,,,,
184.522177009,398,1298,35300,42.3048375,-83.7813305556,51.0,0.170000001788,0.0,,12.0,,,0.0,,26.8900146484,20.0,197.5,,,,
184.522177009,398,1298,35700,42.3048375,-83.7813305556,50.0,0.170000001788,0.0,,12.0,,,0.0,,26.8900146484,20.0,197.5,,,,
184.522177009,398,1298,36400,42.3048375,-83.7813305556,50.0,0.170000001788,0.0,,12.0,,,0.0,,-40.0700073242,20.0,197.5,,,,
184.522177009,398,1298,36700,42.3048375,-83.7813305556,50.0,0.170000001788,0.0,,12.0,,,0.0,,-40.0700073242,20.0,200.0,,,,
184.522177009,398,1298,37000,42.3044494444,-83.7813011111,50.0,0.170000001788,0.0,,12.0,,,0.0,,-40.0700073242,20.0,200.0,,,,
184.522177009,398,1298,37400,42.3044494444,-83.7813011111,50.0,0.170000001788,0.0,,12.0,,,0.0,,-24.4299926758,20.0,200.0,,,,
184.522177009,398,1298,37700,42.3044494444,-83.7813011111,51.0,0.170000001788,0.0,,12.0,,,0.0,,-24.4299926758,20.0,200.0,,,,
184.522177009,398,1298,38500,42.3044494444,-83.7813011111,51.0,0.170000001788,0.0,,12.0,,,0.0,,-23.950012207,20.0,200.0,,,,
184.522177009,398,1298,38800,42.3044494444,-83.7813011111,50.0,0.170000001788,0.0,,12.0,,,0.0,,-23.950012207,20.0,200.0,,,,
