DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
187.684127574,232,1303,0,42.2825391667,-83.7337025,37.0,6.30000019073,1652.0,18.0392150879,24.0,,,,,,,,0.0,,10.15625,
187.684127574,232,1303,300,42.2825391667,-83.7337025,37.0,6.28999996185,1620.0,18.0392150879,24.0,,,,,,,,0.0,,10.15625,
187.684127574,232,1303,1400,42.2825391667,-83.7337025,37.0,6.28999996185,1620.0,18.0392150879,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,1500,42.2825391667,-83.7337025,38.0,6.28999996185,1620.0,18.0392150879,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,2300,42.2825391667,-83.7337025,38.0,5.63999986649,1229.0,19.2156867981,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,2600,42.2825391667,-83.7337025,34.0,5.63999986649,1229.0,19.2156867981,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,2800,42.2825341667,-83.7340794444,34.0,5.63999986649,1229.0,19.2156867981,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,4700,42.2825341667,-83.7340794444,34.0,6.51000022888,1245.0,19.2156867981,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,5000,42.2825341667,-83.7340794444,26.0,6.51000022888,1245.0,19.2156867981,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,5900,42.2825152778,-83.7344041667,26.0,6.51000022888,1245.0,19.2156867981,24.0,,,,,,,,6.25,,10.15625,
187.684127574,232,1303,6500,42.2825152778,-83.7344041667,26.0,6.51000022888,1245.0,19.2156867981,24.0,,,,,,,,-3.125,,10.15625,
187.684127574,232,1303,6700,42.2825152778,-83.7344041667,26.0,6.51000022888,1231.0,19.2156867981,24.0,,,,,,,,-3.125,,10.15625,
187.684127574,232,1303,7400,42.2825152778,-83.7344041667,26.0,6.51000022888,1231.0,21.9607849121,24.0,,,,,,,,-3.125,,10.15625,
187.684127574,232,1303,8900,42.2824397222,-83.7346661111,26.0,6.51000022888,1231.0,21.9607849121,24.0,,,,,,,,-3.125,,10.15625,
