filename,VehId,DayNum,Trip,Y_consumption_combustion_L_per_100km,Y_consumption_electric_kWh_per_km
Trip_900_VED_181010_week,566,347.697157074,900,0.0,0.0
Trip_1418_VED_180815_week,506,288.544353065,1418,0.0,0.0
Trip_1429_VED_171220_week,494,50.5666188796,1429,0.0,0.0
Trip_1193_VED_180103_week,521,68.5095724537,1193,0.0,0.0
Trip_950_VED_171227_week,232,58.589218713,950,0.0,0.0
Trip_896_VED_180530_week,397,217.890616074,896,0.0,0.0
Trip_869_VED_171213_week,473,44.7217466204,869,0.0,0.0
Trip_799_VED_180228_week,507,126.549008981,799,0.0,0.0
Trip_2219_VED_180711_week,531,257.93285413,2219,0.0,0.0
Trip_1589_VED_180516_week,455,199.862902815,1589,0.0,0.0
Trip_1798_VED_180718_week,540,265.995927852,1798,0.0,0.0
Trip_327_VED_171129_week,554,29.5765360093,327,0.0,0.0
Trip_558_VED_181031_week,610,371.804345352,558,0.0,0.0
Trip_1480_VED_180530_week,398,217.902359972,1480,0.0,0.0
Trip_1182_VED_171213_week,218,44.5173483981,1182,0.0,0.0
Trip_2316_VED_181003_week,430,341.500141037,2316,0.0,0.0
Trip_900_VED_180926_week,577,331.894312241,900,0.0,0.0
Trip_601_VED_180131_week,436,92.5239071111,601,0.0,0.0
Trip_1569_VED_180725_week,337,271.854191722,1569,0.0,0.0
Trip_1803_VED_180530_week,323,214.856890398,1803,0.0,0.0
Trip_325_VED_171101_week,575,5.82222940741,325,0.0,0.0
Trip_2631_VED_180704_week,366,250.68361738,2631,0.0,0.0
Trip_480_VED_171108_week,488,9.74255236111,480,0.0,0.0
Trip_2027_VED_180502_week,200,184.80864012,2027,0.0,0.0
Trip_1135_VED_180418_week,447,174.581829167,1135,0.0,0.0
Trip_1608_VED_180103_week,5,69.6498822037,1608,0.0,0.0
Trip_2785_VED_180307_week,347,132.702507898,2785,0.0,0.0
Trip_803_VED_171220_week,455,52.9375537222,803,0.0,0.0
Trip_639_VED_171108_week,475,10.8136160926,639,0.0,0.0
Trip_704_VED_171220_week,532,54.6777294074,704,0.0,0.0
Trip_3968_VED_180919_week,371,323.588299074,3968,0.0,0.0
Trip_2992_VED_180718_week,311,261.866246769,2992,0.0,0.0
Trip_3247_VED_180912_week,537,322.740448083,3247,0.0,0.0
Trip_285_VED_171101_week,501,5.81909600926,285,0.0,0.0
Trip_1029_VED_180110_week,484,71.4597271852,1029,0.0,0.0
Trip_2581_VED_180613_week,10,227.496130694,2581,0.0,0.0
Trip_2369_VED_181017_week,135,356.647407093,2369,0.0,0.0
Trip_1370_VED_180620_week,445,236.549480213,1370,0.0,0.0
Trip_1441_VED_180314_week,410,135.791319426,1441,0.0,0.0
Trip_653_VED_171129_week,561,32.1966501296,653,0.0,0.0
Trip_534_VED_171227_week,530,57.7946795648,534,0.0,0.0
Trip_914_VED_171213_week,415,45.4936434444,914,0.0,0.0
Trip_1446_VED_180523_week,398,210.748697111,1446,0.0,0.0102754113632267
Trip_985_VED_171129_week,349,35.7565565833,985,0.0,0.0
Trip_1462_VED_180919_week,145,324.726275111,1462,0.0,0.0
Trip_1316_VED_180711_week,480,255.585503417,1316,0.0,0.0
Trip_402_VED_180124_week,591,85.7885536667,402,0.0,0.0
Trip_1082_VED_171220_week,156,54.5181117685,1082,0.0,0.0
Trip_526_VED_171220_week,562,53.5213753889,526,0.0,0.0
Trip_1390_VED_180214_week,139,108.893563787,1390,0.0,0.0
Trip_3398_VED_180711_week,371,256.459820546,3398,0.0,0.0
Trip_435_VED_171101_week,507,2.0214209074,435,0.0,0.0
Trip_1261_VED_180321_week,455,141.493354667,1261,0.0,0.0
Trip_1723_VED_180718_week,319,265.690036157,1723,0.0,0.0
Trip_1359_VED_180704_week,584,247.574849556,1359,0.0,0.0
Trip_1624_VED_171213_week,371,46.5068681481,1624,0.0,0.0
Trip_2454_VED_180314_week,155,137.54789462,2454,0.0,0.0
Trip_895_VED_180530_week,165,215.768942296,895,0.0,0.0
Trip_522_VED_180110_week,161,73.7278551389,522,0.0,0.0
Trip_1478_VED_180704_week,259,246.549523426,1478,0.0,0.0
Trip_1441_VED_180502_week,502,189.656340519,1441,0.0,0.0
Trip_2438_VED_180509_week,478,196.661606556,2438,0.0,0.0
Trip_1269_VED_171108_week,200,10.7712163241,1269,0.0,0.0
Trip_1654_VED_180704_week,181,248.770274435,1654,0.0,0.0
Trip_1813_VED_180516_week,415,202.098536176,1813,0.0,0.0
