DayNum,VehId,Trip,Timestamp(ms),Latitude[deg],Longitude[deg],Vehicle Speed[km/h],MAF[g/sec],Engine RPM[RPM],Absolute Load[%],OAT[DegC],Fuel Rate[L/hr],Air Conditioning Power[kW],Air Conditioning Power[Watts],Heater Power[Watts],HV Battery Current[A],HV Battery SOC[%],HV Battery Voltage[V],Short Term Fuel Trim Bank 1[%],Short Term Fuel Trim Bank 2[%],Long Term Fuel Trim Bank 1[%],Long Term Fuel Trim Bank 2[%]
368.598805519,389,2301,0,42.2913441667,-83.7997308333,39.0,20.9200000763,2336.0,47.4509811401,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,900,42.2913441667,-83.7997308333,44.0,20.9200000763,2336.0,47.4509811401,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,2000,42.2913441667,-83.7997308333,48.0,24.2000007629,2660.0,47.4509811401,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,2500,42.2913441667,-83.7997308333,48.0,24.2000007629,2660.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,3300,42.2913441667,-83.7997308333,51.0,24.2000007629,2660.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,4000,42.2912377778,-83.7990525,51.0,24.2000007629,2660.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,4400,42.2912377778,-83.7990525,56.0,26.8700008392,2944.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,5400,42.2912377778,-83.7990525,60.0,26.8700008392,2944.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,6500,42.2912377778,-83.7990525,62.0,17.8199996948,2176.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,6900,42.2911302778,-83.798415,62.0,17.8199996948,2176.0,60.7843132019,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,7500,42.2911302778,-83.798415,66.0,17.8199996948,2176.0,60.7843132019,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,8000,42.2911302778,-83.798415,66.0,17.8199996948,2176.0,54.9019622803,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,8900,42.2911302778,-83.798415,67.0,11.1999998093,1868.0,54.9019622803,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,9900,42.2911302778,-83.798415,70.0,11.1999998093,1868.0,54.9019622803,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,10900,42.2909630556,-83.7974913889,72.0,14.9799995422,1888.0,54.9019622803,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,12400,42.2909630556,-83.7974913889,74.0,14.9799995422,1888.0,54.9019622803,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,12900,42.2909630556,-83.7974913889,74.0,12.3900003433,1664.0,54.9019622803,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,13100,42.2909630556,-83.7974913889,74.0,12.3900003433,1664.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,13700,42.2909630556,-83.7974913889,75.0,12.3900003433,1664.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,13900,42.290815,-83.7967427778,75.0,12.3900003433,1664.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,15100,42.290815,-83.7967427778,77.0,9.06999969482,1335.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,16100,42.290815,-83.7967427778,78.0,9.06999969482,1335.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,17900,42.2906133333,-83.7957197222,78.0,9.06999969482,1335.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,18000,42.2906133333,-83.7957197222,79.0,9.89000034332,1440.0,48.6274528503,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,18100,42.2906133333,-83.7957197222,79.0,9.89000034332,1440.0,46.6666679382,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,19400,42.2906133333,-83.7957197222,80.0,9.89000034332,1440.0,46.6666679382,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,20200,42.2906133333,-83.7957197222,80.0,7.30999994278,1273.0,46.6666679382,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,21000,42.2904297222,-83.7949411111,80.0,7.30999994278,1273.0,46.6666679382,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,22300,42.2904297222,-83.7949411111,80.0,2.43000006676,1100.0,46.6666679382,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,22500,42.2904297222,-83.7949411111,79.0,2.43000006676,1100.0,46.6666679382,6.0,,,,,,,,-1.5625,,1.5625,
368.598805519,389,2301,23300,42.2904297222,-83.7949411111,79.0,2.43000006676,1100.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,23600,42.2904297222,-83.7949411111,77.0,2.43000006676,1100.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,24000,42.2902511111,-83.7941822222,77.0,2.43000006676,1100.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,24400,42.2902511111,-83.7941822222,77.0,3.28999996185,957.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,24900,42.2902511111,-83.7941822222,75.0,3.28999996185,957.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,26000,42.2902511111,-83.7941822222,71.0,3.28999996185,957.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,26800,42.2902511111,-83.7941822222,71.0,3.21000003815,960.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,27000,42.2900608333,-83.7935080556,71.0,3.21000003815,960.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,28100,42.2900608333,-83.7935080556,69.0,3.21000003815,960.0,17.6470584869,6.0,,,,,,,,-2.34375,,1.5625,
368.598805519,389,2301,28400,42.2900608333,-83.7935080556,69.0,3.21000003815,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,29100,42.2900608333,-83.7935080556,69.0,3.28999996185,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,29200,42.2900608333,-83.7935080556,67.0,3.28999996185,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,30000,42.2898633333,-83.7928727778,67.0,3.28999996185,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,30800,42.2898633333,-83.7928727778,66.0,3.28999996185,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,31100,42.2898633333,-83.7928727778,66.0,3.21000003815,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,31800,42.2898633333,-83.7928727778,64.0,3.21000003815,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,32900,42.2898633333,-83.7928727778,62.0,3.21000003815,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,33000,42.2896758333,-83.7922769444,62.0,3.21000003815,960.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,33100,42.2896758333,-83.7922769444,62.0,2.34999990463,149.0,21.5686283112,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,33800,42.2896758333,-83.7922769444,62.0,2.34999990463,149.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,35000,42.2896758333,-83.7922769444,63.0,2.34999990463,149.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,35100,42.2896758333,-83.7922769444,63.0,2.05999994278,0.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,36400,42.2896758333,-83.7922769444,64.0,2.05999994278,0.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,37000,42.2894013889,-83.7914752778,64.0,2.05999994278,0.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,37200,42.2894013889,-83.7914752778,64.0,0.0900000035763,0.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,38500,42.2894013889,-83.7914752778,65.0,0.0900000035763,0.0,30.9803924561,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,39300,42.2894013889,-83.7914752778,65.0,0.0900000035763,0.0,0.0,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,39500,42.2894013889,-83.7914752778,63.0,0.0900000035763,0.0,0.0,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,39900,42.28921,-83.7908808333,63.0,0.0900000035763,0.0,0.0,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,40300,42.28921,-83.7908808333,63.0,0.0900000035763,0.0,0.0,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,41400,42.28921,-83.7908808333,63.0,17.1000003815,2176.0,0.0,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,41900,42.28921,-83.7908808333,65.0,17.1000003815,2176.0,0.0,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,42900,42.2889736111,-83.7902666667,65.0,17.1000003815,2176.0,0.0,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,43900,42.2889736111,-83.7902666667,65.0,11.1800003052,1550.0,0.0,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,44300,42.2889736111,-83.7902666667,65.0,11.1800003052,1550.0,47.8431396484,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,45100,42.2889736111,-83.7902666667,66.0,11.1800003052,1550.0,47.8431396484,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,45900,42.2889736111,-83.7902666667,66.0,10.3999996185,1536.0,47.8431396484,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,46900,42.2886694444,-83.7894636111,66.0,10.3999996185,1536.0,47.8431396484,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,48300,42.2886694444,-83.7894636111,66.0,10.0900001526,1505.0,47.8431396484,6.0,,,,,,,,0.0,,0.78125,
368.598805519,389,2301,49400,42.2886694444,-83.7894636111,66.0,10.0900001526,1505.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,50000,42.2884469444,-83.7888661111,66.0,10.0900001526,1505.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,50400,42.2884469444,-83.7888661111,66.0,2.36999988556,1056.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,51700,42.2884469444,-83.7888661111,64.0,2.36999988556,1056.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,52500,42.2884469444,-83.7888661111,64.0,0.449999988079,96.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,53000,42.2882536111,-83.7883144444,63.0,0.449999988079,96.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,54100,42.2882536111,-83.7883144444,66.0,0.449999988079,96.0,44.3137245178,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,54900,42.2882536111,-83.7883144444,66.0,12.0100002289,1594.0,49.4117660522,6.0,,,,,,,,-6.25,,0.78125,
368.598805519,389,2301,56200,42.2882536111,-83.7883144444,67.0,12.0100002289,1594.0,49.4117660522,6.0,,,,,,,,-6.25,,0.78125,
368.598805519,389,2301,57000,42.2879661111,-83.7875691667,67.0,11.2899999619,1564.0,49.4117660522,6.0,,,,,,,,-6.25,,0.78125,
368.598805519,389,2301,58600,42.2879661111,-83.7875691667,68.0,11.2899999619,1564.0,49.4117660522,6.0,,,,,,,,-6.25,,0.78125,
368.598805519,389,2301,59400,42.2879661111,-83.7875691667,68.0,5.92999982834,1164.0,49.4117660522,6.0,,,,,,,,-6.25,,0.78125,
368.598805519,389,2301,60000,42.2877311111,-83.7869913889,68.0,5.92999982834,1164.0,49.4117660522,6.0,,,,,,,,-6.25,,0.78125,
368.598805519,389,2301,60400,42.2877311111,-83.7869913889,68.0,5.92999982834,1164.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,60600,42.2877311111,-83.7869913889,67.0,5.92999982834,1164.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,61500,42.2877311111,-83.7869913889,67.0,19.6200008392,2330.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,61700,42.2877311111,-83.7869913889,68.0,19.6200008392,2330.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,62700,42.2877311111,-83.7869913889,69.0,19.6200008392,2330.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,63000,42.287505,-83.7864016667,69.0,19.6200008392,2330.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,63700,42.287505,-83.7864016667,69.0,2.45000004768,1073.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,64200,42.287505,-83.7864016667,67.0,2.45000004768,1073.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,65300,42.287505,-83.7864016667,63.0,2.45000004768,1073.0,50.9803924561,6.0,,,,,,,,1.5625,,0.78125,
368.598805519,389,2301,65400,42.287505,-83.7864016667,63.0,2.45000004768,1073.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,65700,42.287505,-83.7864016667,63.0,0.419999986887,96.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,66000,42.287285,-83.7858255556,63.0,0.419999986887,96.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,66400,42.287285,-83.7858255556,61.0,0.419999986887,96.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,67700,42.287285,-83.7858255556,61.0,0.10000000149,0.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,68500,42.287285,-83.7858255556,60.0,0.10000000149,0.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,68900,42.2870766667,-83.7852788889,60.0,0.10000000149,0.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,69800,42.2870766667,-83.7852788889,57.0,6.80999994278,0.0,15.2941179276,6.0,,,,,,,,-3.90625,,0.78125,
368.598805519,389,2301,70900,42.2870766667,-83.7852788889,57.0,6.80999994278,0.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,71900,42.2870766667,-83.7852788889,58.0,7.32000017166,1186.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,72900,42.2867969444,-83.7845477778,58.0,7.32000017166,1186.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,73900,42.2867969444,-83.7845477778,58.0,0.560000002384,96.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,74400,42.2867969444,-83.7845477778,56.0,0.560000002384,96.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,75500,42.2867969444,-83.7845477778,55.0,0.560000002384,96.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,75900,42.2865858333,-83.7840555556,55.0,0.560000002384,96.0,45.8823547363,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,76300,42.2865858333,-83.7840555556,55.0,7.53999996185,1344.0,38.8235282898,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,76500,42.2865858333,-83.7840555556,57.0,7.53999996185,1344.0,38.8235282898,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,79000,42.2864019444,-83.7835711111,57.0,7.53999996185,1344.0,38.8235282898,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,79200,42.2864019444,-83.7835711111,57.0,2.42000007629,0.0,38.8235282898,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,80500,42.2864019444,-83.7835711111,54.0,2.42000007629,0.0,38.8235282898,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,81600,42.2864019444,-83.7835711111,55.0,9.51000022888,1312.0,42.3529434204,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,82000,42.2862491667,-83.7831297222,55.0,9.51000022888,1312.0,42.3529434204,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,82600,42.2862491667,-83.7831297222,54.0,9.51000022888,1312.0,42.3529434204,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,83700,42.2862491667,-83.7831297222,57.0,9.44999980927,1432.0,42.3529434204,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,86000,42.2860188889,-83.7824230556,57.0,9.44999980927,1432.0,42.3529434204,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,86100,42.2860188889,-83.7824230556,55.0,0.540000021458,96.0,42.3529434204,6.0,,,,,,,,0.0,,1.5625,
368.598805519,389,2301,87100,42.2860188889,-83.7824230556,54.0,0.540000021458,96.0,0.0,6.0,,,,,,,,0.78125,,1.5625,
368.598805519,389,2301,88100,42.2860188889,-83.7824230556,48.0,0.0900000035763,0.0,0.0,6.0,,,,,,,,0.78125,,1.5625,
