filename,VehId,DayNum,Trip,Vehicle Type,Vehicle Class,Engine Configuration & Displacement,Transmission,Drive Wheels,Generalized_Weight,Absolute Load[%]_mean,Absolute Load[%]_median,Absolute Load[%]_std,Absolute Load[%]_min,Absolute Load[%]_max,Absolute Load[%]_q25,Absolute Load[%]_q75,Absolute Load[%]_range,Air Conditioning Power[Watts]_mean,Air Conditioning Power[Watts]_median,Air Conditioning Power[Watts]_std,Air Conditioning Power[Watts]_min,Air Conditioning Power[Watts]_max,Air Conditioning Power[Watts]_q25,Air Conditioning Power[Watts]_q75,Air Conditioning Power[Watts]_range,Air Conditioning Power[kW]_mean,Air Conditioning Power[kW]_median,Air Conditioning Power[kW]_std,Air Conditioning Power[kW]_min,Air Conditioning Power[kW]_max,Air Conditioning Power[kW]_q25,Air Conditioning Power[kW]_q75,Air Conditioning Power[kW]_range,Engine RPM[RPM]_mean,Engine RPM[RPM]_median,Engine RPM[RPM]_std,Engine RPM[RPM]_min,Engine RPM[RPM]_max,Engine RPM[RPM]_q25,Engine RPM[RPM]_q75,Engine RPM[RPM]_range,Heater Power[Watts]_mean,Heater Power[Watts]_median,Heater Power[Watts]_std,Heater Power[Watts]_min,Heater Power[Watts]_max,Heater Power[Watts]_q25,Heater Power[Watts]_q75,Heater Power[Watts]_range,OAT[DegC]_mean,OAT[DegC]_median,OAT[DegC]_std,OAT[DegC]_min,OAT[DegC]_max,OAT[DegC]_q25,OAT[DegC]_q75,OAT[DegC]_range,Vehicle Speed[km/h]_mean,Vehicle Speed[km/h]_median,Vehicle Speed[km/h]_std,Vehicle Speed[km/h]_min,Vehicle Speed[km/h]_max,Vehicle Speed[km/h]_q25,Vehicle Speed[km/h]_q75,Vehicle Speed[km/h]_range,Vehicle_Class_encoded,Transmission_encoded,VehicleType_EV,VehicleType_HEV,VehicleType_ICE,VehicleType_PHEV,DriveWheels_FWD,Y_consumption_combustion_L_per_100km,Y_consumption_electric_kWh_per_km
Trip_285_VED_171129_week,564,29.5129632778,285,HEV,NO DATA,4-GAS/ELECTRIC 1.5L,NO DATA,NO DATA,3000,31.365788255116005,30.9803924561,21.160643586928863,0.0,64.3137283325,14.117647171,52.9411773682,64.3137283325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.6243194192375,1280.0,696.1466018388707,0.0,3392.0,1088.0,1660.0,3392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.813067150635206,35.0,21.05534189206321,0.0,78.0,19.0,51.0,78.0,1,18,False,True,False,False,False,7.38413707740654,0.0
Trip_1022_VED_171206_week,278,39.713900463,1022,ICE,NO DATA,4-FI 2.4L,5-SP AUTOMATIC,NO DATA,3500,29.240196467937857,25.490196228,14.98409629258346,9.80392169952,75.2941207886,17.254901886,39.2156867981,65.49019908908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.63984375,1412.0,485.7271367973984,698.0,3272.0,1166.0,1775.0,2574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8484375,43.0,18.53063302588742,0.0,67.0,28.0,51.0,67.0,1,2,False,False,True,False,False,9.30050947000876,
Trip_356_VED_180207_week,560,102.911752481,356,PHEV,Car,4-GAS/ELECTRIC 1.8L,CVT,FWD,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.686230248306998,0.0,30.96635024676927,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.2148984198645,1049.0,784.1663221671228,0.0,3615.0,0.0,1241.0,3615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0936794582392775,-6.0,0.2914151459218961,-7.0,-6.0,-6.0,-6.0,1.0,32.00654627539503,35.0,21.21535764252411,0.0,70.0,12.0,50.0,70.0,0,14,False,False,False,True,True,5.270589897335758,0.004284985414468
Trip_2067_VED_180801_week,411,276.928946852,2067,HEV,NO DATA,4-GAS/ELECTRIC 1.5L,NO DATA,NO DATA,3000,30.871353744888776,47.0588226318,23.63259381645612,0.0,57.254901886,0.0,51.764705658,57.254901886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.7170731707315,1440.0,978.7429452585354,0.0,2976.0,0.0,2080.0,2976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44878048780488,18.0,0.4985871957584458,18.0,19.0,18.0,19.0,1.0,59.36585365853659,62.0,20.62332120031641,0.0,84.0,56.0,75.0,84.0,1,18,False,True,False,False,False,4.488848951243064,0.0
Trip_1854_VED_180912_week,584,319.492144213,1854,ICE,NO DATA,4-FI 2.5L,NO DATA,NO DATA,3500,28.905678880324466,21.1764717102,17.0688268100731,8.23529434204,78.0392150879,16.4705886841,41.9607849121,69.80392074586001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.2125382262998,1351.0,402.07268787578806,647.0,2917.0,1228.0,1537.0,2270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.391437308868502,15.0,0.7041683471642488,13.0,15.0,14.0,15.0,2.0,44.09480122324159,53.0,20.050171462803984,0.0,74.0,32.0,59.0,74.0,1,18,False,False,True,False,False,8.176430595086414,
Trip_1287_VED_171206_week,478,38.7401750833,1287,ICE,NO DATA,4-FI T/C 2.0L,NO DATA,NO DATA,3500,35.47390199697992,26.86274528505,21.346830736282858,15.6862745285,97.2549057007,21.9607849121,45.0980415344,81.56863117219999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.3905817174516,1472.0,449.78229262302006,651.0,2399.0,707.0,1582.75,1748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.74515235457064,44.0,25.501002347198945,0.0,70.0,7.0,63.0,70.0,1,18,False,False,True,False,False,8.780888996402172,
Trip_1002_VED_171220_week,459,55.8304963611,1002,ICE,NO DATA,6-FI 3.6L,NO DATA,NO DATA,4000,29.1574375439892,25.490196228,15.880298296579245,6.27450990677,74.9019622803,14.9019613266,40.3921585083,68.62745237352999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.36820083682,1415.0,318.1383320385892,666.0,2348.0,1275.5,1539.5,1682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.24686192468619,54.0,19.597894238884496,0.0,65.0,28.0,58.5,65.0,1,18,False,False,True,False,False,9.101647080371723,
Trip_1309_VED_180307_week,411,129.635911648,1309,HEV,NO DATA,4-GAS/ELECTRIC 1.5L,NO DATA,NO DATA,3000,34.15244951909112,44.3137245178,23.58670116064365,0.0,63.9215698242,5.686274528505,54.9019622803,63.9215698242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.2099567099567,1408.0,970.2173813648076,0.0,3787.0,0.0,2016.0,3787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1601731601731601,0.0,0.3671641518708749,-1.0,0.0,0.0,0.0,1.0,51.54545454545455,57.0,23.15760138854189,0.0,87.0,37.25,68.0,87.0,1,18,False,True,False,False,False,5.288754920084228,0.0
Trip_954_VED_180523_week,534,208.479426583,954,ICE,NO DATA,6-FI 3.5L,NO DATA,NO DATA,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.7619047619048,1274.0,429.1386508074433,662.0,2424.0,798.0,1511.0,1762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.73751451800232,42.0,25.2493305985656,0.0,77.0,6.0,57.0,77.0,1,18,False,False,True,False,False,11.615936461924118,
Trip_672_VED_171213_week,451,47.8653173519,672,HEV,NO DATA,4-GAS/ELECTRIC 1.5L,NO DATA,NO DATA,3000,28.27535565008938,29.4117660522,24.211573445715626,0.0,67.8431396484,0.0,50.5882377625,67.8431396484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.1508903467668,1157.0,771.7890589449815,0.0,2526.0,0.0,1472.0,2526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39268978444236,45.0,17.02185062407188,0.0,68.0,32.0,55.0,68.0,1,18,False,True,False,False,False,4.763797262268152,0.0
