filename,VehId,DayNum,Trip,Vehicle Type,Vehicle Class,Engine Configuration & Displacement,Transmission,Drive Wheels,Generalized_Weight,Absolute Load[%]_mean,Absolute Load[%]_median,Absolute Load[%]_std,Absolute Load[%]_min,Absolute Load[%]_max,Absolute Load[%]_q25,Absolute Load[%]_q75,Absolute Load[%]_range,Air Conditioning Power[Watts]_mean,Air Conditioning Power[Watts]_median,Air Conditioning Power[Watts]_std,Air Conditioning Power[Watts]_min,Air Conditioning Power[Watts]_max,Air Conditioning Power[Watts]_q25,Air Conditioning Power[Watts]_q75,Air Conditioning Power[Watts]_range,Air Conditioning Power[kW]_mean,Air Conditioning Power[kW]_median,Air Conditioning Power[kW]_std,Air Conditioning Power[kW]_min,Air Conditioning Power[kW]_max,Air Conditioning Power[kW]_q25,Air Conditioning Power[kW]_q75,Air Conditioning Power[kW]_range,Engine RPM[RPM]_mean,Engine RPM[RPM]_median,Engine RPM[RPM]_std,Engine RPM[RPM]_min,Engine RPM[RPM]_max,Engine RPM[RPM]_q25,Engine RPM[RPM]_q75,Engine RPM[RPM]_range,Heater Power[Watts]_mean,Heater Power[Watts]_median,Heater Power[Watts]_std,Heater Power[Watts]_min,Heater Power[Watts]_max,Heater Power[Watts]_q25,Heater Power[Watts]_q75,Heater Power[Watts]_range,OAT[DegC]_mean,OAT[DegC]_median,OAT[DegC]_std,OAT[DegC]_min,OAT[DegC]_max,OAT[DegC]_q25,OAT[DegC]_q75,OAT[DegC]_range,Vehicle Speed[km/h]_mean,Vehicle Speed[km/h]_median,Vehicle Speed[km/h]_std,Vehicle Speed[km/h]_min,Vehicle Speed[km/h]_max,Vehicle Speed[km/h]_q25,Vehicle Speed[km/h]_q75,Vehicle Speed[km/h]_range,Vehicle_Class_encoded,Transmission_encoded,VehicleType_EV,VehicleType_HEV,VehicleType_ICE,VehicleType_PHEV,DriveWheels_FWD,Y_consumption_combustion_L_per_100km,Y_consumption_electric_kWh_per_km
Trip_3954_VED_180912_week,371,320.712868352,3954,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.24611476389719,25.0,0.8245358074857363,23.25,27.25,24.5,26.0,4.0,39.03533684419907,48.5799980164,23.28512827485241,0.0,71.4799957275,18.3299999237,58.1699981689,71.4799957275,0,14,False,False,False,True,True,0.6612730710440479,0.1249958893946815
Trip_1652_VED_180613_week,431,227.998317185,1652,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.71559633027523,0.0,243.023297301397,0.0,1040.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.9189602446484,0.0,1364.7172441191483,0.0,3680.0,0.0,2648.0,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.913990825688074,26.0,0.4817431748622145,25.25,26.75,25.25,26.25,1.5,64.40612253246677,60.5749988556,37.31166002686969,0.0,120.309997559,33.6199989319,102.25,120.309997559,0,14,False,False,False,True,True,5.05970459620087,0.0032758891390358
Trip_1837_VED_180829_week,388,302.513147324,1837,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.9571836346337,320.0,52.08119186390893,280.0,440.0,280.0,360.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.449096098953376,24.5,0.2373497345068699,24.0,24.75,24.25,24.5,0.75,36.97500395971997,43.4899978638,21.20143294165768,0.0,70.3499984741,22.5399990082,51.9300003052,70.3499984741,0,14,False,False,False,True,True,0.6947435984429795,0.1340351782427031
Trip_2672_VED_180905_week,569,312.888076093,2672,PHEV,Car,4-GAS/ELECTRIC 1.4L,NO DATA,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,21.0,21.0,21.0,21.0,0.0,31.28545673076923,27.953125,11.221326256347664,9.0,54.734375,24.80859375,33.515625,45.734375,0,18,False,False,False,True,True,0.0,0.1597728667887543
Trip_3148_VED_180815_week,449,289.845682722,3148,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.8648648648649,640.0,156.641945645743,320.0,1040.0,600.0,680.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.668918918919,631.0,1124.758936464851,0.0,2806.0,0.0,2336.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.314611486486488,31.5,0.7036178091767433,30.5,32.25,30.5,32.0,1.75,65.25045470384855,73.2099990845,24.02756717527492,0.0,95.5299987793,53.0,85.3099975586,95.5299987793,0,14,False,False,False,True,True,4.755160958820085,0.0005487108881431
Trip_1023_VED_171213_week,443,47.9043135463,1023,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.958435207824,1150.0,856.1901796500879,0.0,3384.0,0.0,1632.0,3384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.693154034229829,-3.75,0.4838033510495406,-4.75,-3.0,-3.75,-3.5,1.75,29.95830007152921,31.4199991226,26.45465319130049,0.0,87.0400009155,0.0,53.5900001526,87.0400009155,0,14,False,False,False,True,True,8.800274207961287,0.0678953444388117
Trip_941_VED_180117_week,455,84.7521494907,941,EV,Car,ELECTRIC,NO DATA,FWD,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.7080924855491,400.0,177.70018586366157,0.0,450.0,400.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.996387283236994,5.0,0.042378082696633,4.5,5.0,5.0,5.0,0.5,45.51314924149069,43.35499954225,16.67018197907919,0.0,72.2399978638,34.2249994278,61.3999977112,72.2399978638,0,18,True,False,False,False,True,,0.1454286675226083
Trip_2251_VED_180627_week,569,240.558795963,2251,PHEV,Car,4-GAS/ELECTRIC 1.4L,NO DATA,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.90398293029872,18.0,0.3095554385062231,17.5,18.5,17.5,18.0,1.0,45.84621710526316,54.015625,24.136640529370137,0.0,76.546875,29.5390625,66.90625,76.546875,0,18,False,False,False,True,True,0.0,0.121678878945577
Trip_1782_VED_180620_week,455,232.50895587,1782,EV,Car,ELECTRIC,NO DATA,FWD,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.701244813278,350.0,142.21338378125228,300.0,650.0,350.0,650.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81742738589212,28.0,0.2409855455785006,27.5,28.0,27.5,28.0,0.5,35.43726065544747,36.83999824525,14.94955249554702,0.0,61.0099983215,26.1399993896,47.5999984741,61.0099983215,0,18,True,False,False,False,True,,0.1090203661082729
Trip_609_VED_180418_week,560,172.948185111,609,PHEV,Car,4-GAS/ELECTRIC 1.8L,CVT,FWD,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.6710929519918,0.0,907.9058592022376,0.0,3294.0,0.0,1389.0,3294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.419816138917264,11.0,0.493780921120265,11.0,12.0,11.0,12.0,1.0,45.54749744637385,50.0,12.649536690948324,3.0,64.0,40.0,54.0,61.0,0,14,False,False,False,True,True,3.678360952178952,0.023500957783034
Trip_1295_VED_171115_week,449,16.0946292593,1295,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,5.5,5.5,5.5,5.5,0.0,45.04505853425828,51.1000003815,12.740356292196289,4.53999996185,59.8999977112,39.729999542225,54.2499990463,55.35999774935,0,14,False,False,False,True,True,0.5160375151049552,0.2545737350320338
Trip_1811_VED_180815_week,388,291.498106407,1811,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.37433155080214,200.0,116.70901691602288,0.0,240.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.510160427807488,21.5,0.180791964441645,21.0,21.75,21.5,21.5,0.75,39.98079053834513,42.0799980164,20.57851940758001,0.0,71.2200012207,28.3249988556,55.0399990082,71.2200012207,0,14,False,False,False,True,True,0.604993306464915,0.14278947738491
Trip_1965_VED_180509_week,550,195.738424361,1965,PHEV,Car,4-GAS/ELECTRIC 1.4L,NO DATA,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095676395934351,0.0,0.1155045128825869,0.0,0.280000001192,0.0,0.239999994636,0.280000001192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.064853556485355,8.0,0.1681077302543588,8.0,8.5,8.0,8.0,0.5,56.74627353556485,60.359375,23.270127178951384,0.0,99.78125,47.6875,69.203125,99.78125,0,18,False,False,False,True,True,0.0,0.1917716227449518
Trip_2735_VED_180523_week,11,207.536761204,2735,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.684549356223176,20.5,0.4610444368702222,20.25,22.0,20.5,20.75,1.75,29.07815386808773,33.9099998474,17.143514203604756,0.0,50.8099975586,14.8800001144,43.6499977112,50.8099975586,0,14,False,False,False,True,True,1.1733492408313335,0.0525365286760112
Trip_1793_VED_180117_week,10,78.7893668426,1793,EV,Car,ELECTRIC,NO DATA,FWD,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2349.840538625089,2500.0,623.2547211574196,1250.0,3250.0,1750.0,3000.0,2000.0,-6.510276399716513,-6.5,0.1599827006868033,-7.0,-6.0,-6.5,-6.5,1.0,12.18586792023368,0.0,17.17470341841428,0.0,71.0499954224,0.0,22.0900001526,71.0499954224,0,18,True,False,False,False,True,,0.6507849871476944
Trip_1816_VED_180815_week,388,292.505507111,1816,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.65168539325842,240.0,117.90895623334087,0.0,240.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.601404494382024,22.5,0.1978106956053268,22.5,23.0,22.5,22.5,0.5,42.10563948579822,47.36499786375,23.00408415990488,0.0,77.7599945068,33.4300003052,56.467497825625,77.7599945068,0,14,False,False,False,True,True,0.6036110925460314,0.1485871023260053
Trip_3514_VED_180905_week,11,312.90974462,3514,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46334586466165,22.5,0.3833343878064853,22.0,23.5,22.25,22.75,1.5,33.19036258118569,34.260000228850004,19.57451174850929,0.0,76.6399993896,19.64000034335,44.77749729155,76.6399993896,0,14,False,False,False,True,True,0.9649612098335918,0.1736201269860137
Trip_990_VED_180207_week,431,101.806336861,990,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.12101910828025,0.0,603.0055854685812,0.0,2322.0,0.0,0.0,2322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5079617834394905,-3.5,0.4143207056099522,-4.0,-2.75,-4.0,-3.5,1.25,43.27015816975555,46.08499908445,15.918530282107698,0.0,64.4000015259,36.8299980164,56.4599990845,64.4000015259,0,14,False,False,False,True,True,2.2717652749810617,0.0098662857254248
Trip_1835_VED_180829_week,388,302.303521278,1835,PHEV,Car,4-GAS/ELECTRIC 2.0L,CVT,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.37623762376236,240.0,118.38251917951902,0.0,280.0,0.0,240.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.388613861386,1415.0,804.8686655241103,0.0,2492.0,0.0,1540.0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25835396039604,24.0,0.5073879348588275,23.75,25.5,23.75,24.75,1.75,58.75791945672764,67.93499755855,24.516719266983657,0.0,92.4799957275,50.7124977112,73.32250022885,92.4799957275,0,14,False,False,False,True,True,5.044815827710475,0.024121170329881
Trip_2760_VED_180919_week,550,323.948874926,2760,PHEV,Car,4-GAS/ELECTRIC 1.4L,NO DATA,FWD,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7240506116346664,0.639999985695,0.1723923316444493,0.479999989271,0.959999978542,0.599999964237,0.959999978542,0.479999989271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0.0,900.0,900.0,900.0,900.0,0.0,28.048523206751057,28.5,0.498693135844906,27.5,28.5,27.5,28.5,1.0,40.87289029535865,45.25,18.157100926957828,0.0,64.8125,28.96875,54.734375,64.8125,0,18,False,False,False,True,True,0.0,0.2036531523856042
