filename,VehId,DayNum,Trip,Y_consumption_combustion_L_per_100km,Y_consumption_electric_kWh_per_km
Trip_576_VED_171122_week,557,27.5290664352,576,8.044742821923617,
Trip_590_VED_171122_week,557,28.0328504907,590,11.31934962917682,
Trip_608_VED_171129_week,557,30.9256535278,608,16.087287713763214,
Trip_610_VED_171129_week,557,30.9618056852,610,9.975556723761725,
Trip_612_VED_171129_week,557,31.3927359074,612,11.806215527994977,
Trip_613_VED_171129_week,557,31.4650795463,613,11.777472339153737,
Trip_616_VED_171129_week,557,32.0276148426,616,15.079679666427918,
Trip_622_VED_171129_week,557,33.4458181204,622,20.283950362026836,
Trip_623_VED_171129_week,557,33.7579131389,623,12.736667643016029,
Trip_627_VED_171129_week,557,33.9134093704,627,17.81873069185959,
Trip_630_VED_171129_week,557,34.4833196852,630,16.80342656241056,
Trip_631_VED_171129_week,557,34.4982075648,631,9.812633577810765,
Trip_663_VED_171206_week,557,38.4759133241,663,13.59078748482819,
Trip_665_VED_171206_week,557,38.9397080741,665,16.907278416309268,
Trip_674_VED_171206_week,557,39.9433402222,674,16.036329875994287,
Trip_680_VED_171206_week,557,40.9388066389,680,11.1038779393066,
Trip_683_VED_171206_week,557,41.0165880556,683,8.62118409265144,
Trip_702_VED_171213_week,557,43.3947604722,702,16.62768517583634,
Trip_705_VED_171213_week,557,43.9559194444,705,17.605226880893987,
Trip_709_VED_171213_week,557,44.927506213,709,17.331989644909545,
Trip_712_VED_171213_week,557,45.4815613611,712,11.888505260247522,
Trip_715_VED_171213_week,557,45.8120512593,715,12.92256319290174,
Trip_721_VED_171213_week,557,46.4161618148,721,12.801921004521377,
Trip_722_VED_171213_week,557,46.4700494352,722,11.893329147059399,
Trip_723_VED_171213_week,557,46.9276968704,723,19.293726963749535,
Trip_724_VED_171213_week,557,47.4626226852,724,14.076595944231235,
Trip_741_VED_171213_week,557,48.7762873148,741,12.379911298743934,
Trip_742_VED_171213_week,557,48.7914179537,742,7.77149415861514,
Trip_748_VED_171213_week,557,49.0251358056,748,12.257357104596865,
Trip_757_VED_171220_week,557,50.7119703148,757,14.113969833085378,
Trip_765_VED_171220_week,557,51.4689864445,765,11.336025540308027,
Trip_766_VED_171220_week,557,51.9256877037,766,24.107837685247542,
Trip_770_VED_171220_week,557,52.9255071481,770,20.011063581712378,
Trip_778_VED_171220_week,557,54.4753169444,778,9.131844743295995,
Trip_854_VED_180103_week,557,64.6102258426,854,18.169080561782266,
Trip_857_VED_180103_week,557,64.8320853148,857,14.84846703831401,
Trip_861_VED_180103_week,557,66.4428630185,861,14.347658864082696,
Trip_862_VED_180103_week,557,66.8859275463,862,21.886983389491967,
Trip_867_VED_180103_week,557,67.3753689167,867,11.448456937067471,
Trip_869_VED_180103_week,557,67.9035426204,869,14.082206824795918,
Trip_873_VED_180103_week,557,68.3644515185,873,9.975057179918185,
Trip_885_VED_180103_week,557,70.765028,885,12.430182725595794,
Trip_892_VED_180110_week,557,72.4199408982,892,10.172483383857742,
Trip_898_VED_180110_week,557,73.440744963,898,11.916898796225984,
Trip_899_VED_180110_week,557,73.8964745741,899,17.81848237464785,
Trip_901_VED_180110_week,557,74.4238115463,901,10.304227536086737,
Trip_902_VED_180110_week,557,74.8981446759,902,19.928369848401147,
Trip_903_VED_180110_week,557,74.950138537,903,11.973274104844716,
Trip_905_VED_180110_week,557,75.3829436944,905,11.236694206879932,
Trip_920_VED_180117_week,557,78.4258993056,920,10.24799425662579,
Trip_924_VED_180117_week,557,79.4205600926,924,10.105900012896983,
Trip_929_VED_180117_week,557,79.9016629537,929,14.810320505698964,
Trip_935_VED_180117_week,557,81.4255791667,935,10.89630019010121,
Trip_939_VED_180117_week,557,82.4323774815,939,8.95853617992927,
Trip_940_VED_180117_week,557,82.8849779352,940,14.00685047707382,
Trip_961_VED_180124_week,557,85.9132914815,961,15.33711419009586,
Trip_963_VED_180124_week,557,86.6929395556,963,28.129739981320068,
Trip_966_VED_180124_week,557,86.8861150278,966,12.955358717440966,
Trip_970_VED_180124_week,557,87.4285444815,970,15.427405740143104,
Trip_971_VED_180124_week,557,87.9007682963,971,16.033912145834165,
Trip_972_VED_180124_week,557,88.4290682685,972,15.787060723268869,
Trip_973_VED_180124_week,557,88.8920071481,973,18.454744135231664,
Trip_974_VED_180124_week,557,89.4391335648,974,12.643620500026614,
Trip_998_VED_180131_week,557,92.4160281111,998,11.1454809796043,
Trip_999_VED_180131_week,557,92.8909852685,999,13.030943034188827,
Trip_348_VED_171122_week,558,28.9621145278,348,6.108217795856961,0.0
Trip_624_VED_180207_week,558,101.519738667,624,5.946623538215141,0.0
Trip_835_VED_180418_week,558,173.908924417,835,6.333108877563196,0.0
Trip_1000_VED_180627_week,560,242.909268185,1000,4.7225462315670415,0.010074099113224237
Trip_1007_VED_180627_week,560,243.947527667,1007,4.7226694209818385,0.000638656264700898
Trip_1012_VED_180627_week,560,244.576309833,1012,2.089522925865513,0.06664305896394056
Trip_1030_VED_180704_week,560,247.603050907,1030,3.70217443374043,0.014935602208149101
Trip_1037_VED_180704_week,560,249.578596491,1037,4.034540643668023,0.006686411404497498
Trip_1041_VED_180704_week,560,250.578474611,1041,0.9199738747007848,0.10165194459954205
Trip_1042_VED_180704_week,560,250.593343639,1042,2.94959794703535,0.016534932052943194
Trip_1043_VED_180704_week,560,250.906237213,1043,5.069640858984244,0.00017742366034500357
Trip_1049_VED_180704_week,560,251.574469741,1049,2.509451846348773,0.03770650936585565
Trip_105_VED_171129_week,560,30.6012178148,105,5.168949044932494,0.007550001425133225
Trip_1061_VED_180711_week,560,254.556857176,1061,2.2168549947482905,0.0689092793694862
Trip_1062_VED_180711_week,560,254.910141898,1062,3.9613363050402377,0.01422399669962004
Trip_1064_VED_180711_week,560,254.936730213,1064,4.772396686826577,0.03411881688021417
Trip_1066_VED_180711_week,560,255.579075926,1066,1.8889823459052208,0.07736630410222099
Trip_1067_VED_180711_week,560,255.918922491,1067,3.8736853523823855,0.007658932298512271
Trip_1069_VED_180711_week,560,256.582636148,1069,1.46320824454262,0.09584888951547807
Trip_106_VED_171129_week,560,30.6183954815,106,4.322882698696899,0.013168799958907594
Trip_1070_VED_180711_week,560,256.598136426,1070,2.8579885298332353,0.040407494366235114
Trip_1074_VED_180711_week,560,257.579478287,1074,2.365306040915138,0.058121064804813015
Trip_1081_VED_180711_week,560,258.907603194,1081,2.9811289222105337,0.020268929723957326
Trip_1093_VED_180718_week,560,261.619792546,1093,3.4490237906930594,0.006218057382888272
Trip_1094_VED_180718_week,560,261.905545343,1094,4.3728734040323225,0.002276054958336983
Trip_1096_VED_180718_week,560,262.593579454,1096,1.8253028399624358,0.0724935428878115
Trip_1098_VED_180718_week,560,262.911056991,1098,3.305692475359493,0.04308491753545462
Trip_1099_VED_180718_week,560,263.511511296,1099,3.9610226422294885,0.009728909565091308
Trip_109_VED_171129_week,560,31.0229695741,109,4.393705503237232,0.00023964191491105942
Trip_1100_VED_180718_week,560,263.533196944,1100,3.7919281925196398,0.01558005290030579
Trip_1105_VED_180718_week,560,264.623907259,1105,1.5641010538490197,0.08791646822693344
Trip_1109_VED_180718_week,560,265.028737046,1109,1.065129097333404,0.09609982539708041
Trip_110_VED_171129_week,560,31.6159613981,110,4.618481638896128,0.0044351014081319825
Trip_1112_VED_180718_week,560,265.537204824,1112,1.2802630998226705,0.09476241587335893
Trip_1113_VED_180718_week,560,265.548947472,1113,3.9777507559658454,0.007226961940381418
Trip_1114_VED_180718_week,560,265.992498056,1114,3.719984474463907,0.0013015634760983595
Trip_1116_VED_180718_week,560,266.57339925,1116,2.0711288924311195,0.06930429152763731
Trip_111_VED_171129_week,560,31.9558440648,111,5.1340280868626325,0.009335412122392035
Trip_112_VED_171129_week,560,32.6184801019,112,5.108119408949772,0.0008550226463551416
Trip_113_VED_171129_week,560,32.6322439167,113,3.900440503132385,0.005458389592718464
Trip_116_VED_171129_week,560,33.6423523518,116,4.383852834633749,0.00567812887642772
Trip_1173_VED_180808_week,560,282.701012972,1173,3.311195974441035,0.012209681328334086
Trip_1174_VED_180808_week,560,282.715581843,1174,4.473852878051154,0.01077831527113496
Trip_117_VED_171129_week,560,33.95314025,117,7.989100923371042,0.0008474353624207883
Trip_1183_VED_180808_week,560,284.756666963,1183,4.541471075396328,0.0024090760294710784
Trip_1199_VED_180815_week,560,289.574527352,1199,3.723616188992364,0.0026486949157256594
Trip_11_VED_171101_week,560,3.9706824074,11,4.616090660854753,0.0022202117355772477
Trip_1200_VED_180815_week,560,289.597049,1200,6.451798509397387,0.015274492198179508
Trip_1201_VED_180815_week,560,289.908202213,1201,4.704879083092088,0.00022379948720310694
Trip_1208_VED_180815_week,560,290.911333741,1208,2.9098164670088225,0.05741697657337814
Trip_1209_VED_180815_week,560,291.57797988,1209,3.953824677684661,0.0005169097148096884
Trip_120_VED_171129_week,560,34.6363179352,120,5.053121479594075,0.015347249593630721
Trip_1211_VED_180815_week,560,291.911553741,1211,4.011733234959119,0.010307362030939892
Trip_122_VED_171129_week,560,34.9473612778,122,5.3517914252492735,0.00780909818841189
Trip_1243_VED_180822_week,560,296.962885917,1243,3.4560890120116516,0.022429894997979156
Trip_1245_VED_180822_week,560,297.044578046,1245,3.5542360967631135,0.0025862956265978133
Trip_1248_VED_180822_week,560,297.574910898,1248,2.5012881464688466,0.0515536585718517
Trip_1249_VED_180822_week,560,297.928104407,1249,3.7122227276152095,0.004131793446506798
Trip_1250_VED_180822_week,560,298.573065713,1250,3.3207507021588074,0.010724278426090621
